Text	Class	NACE
the company will conduct mechanical engineering import and sale of precision worked stone boards and conduct compatible operations	0.0	2
l fs ab oy is a specialist in surface treatment from ostrobothnia we offer surface treatment services to the metal and machinery industry for example	0.0	2
sunrise medical designs and manufactures high quality handicap aids and stylish design such as manual wheelchairs electric wheelchairs scooters and seat cushions	0.0	4
carnegie fonder is an independent fund company all our funds are actively managed and to provide financial security for our savers	0.0	6
the company administers personal assistance to disabled people rehabilitation activities and thus carries out compatible activities	1.0	8
the company s operations shall be to provide care and care for personal assistance along with compatible operations	1.0	8
the hotel has a total of rooms of all sizes and conference rooms where the largest room takes up to participants always a large breakfast buffet signed tina nordstr m or pre ordered lunches and dinners	0.0	5
the company shall conduct media mediation and thus compatible activities	0.0	7
hotels near gothenburg with good service we offer a homely and nice hotel near gothenburg book your room at best western hotel halland now	0.0	5
at appelli lawyers engaged lawyers and assistant lawyers work all with their own areas of expertise personal fast and competent service	0.0	6
a modern hotel concept focusing on architecture design and other aesthetic expressions located in a building designed by architect sigurd lewerentz	0.0	5
previa is sweden s leading occupational health and creates sustainable workplaces for everyone we are experts in work environment health leadership rehabilitation and crisis management	1.0	8
christmas trees grown in sweden with high quality for over years we sell everything you need to run christmas tree sales yourself	0.0	1
we re a dedicated builder in its simplest form we transform a dull grass patch into a beautiful house teeming with people or we travel a whole neighborhood and see something new get shape and colour and life but above all we build for people	0.0	4
pra group sverige ab can offer various possibilities that enable us to find a solution to how you can finally pay your debt if you cannot pay the entire debt at once please contact us to discuss an amortisation plan or other arrangement	0.0	8
through subsidiaries the company shall own and manage movable and immovable property and engage in other activities that are compatible with this purpose	0.0	7
einar mattsson develops builds and manages real estate keep a distance hold on save lives we ask those of you who have an errand not to visit us or receive visits from us if you have a cough fever fever or pain in your body	0.0	4
take control of your savings invest in shares funds or save to your pension without unnecessary fees open account today	0.0	7
isaksson recruitment staffing hires qualified staff in construction technology and real estate find the right staff for your company or find a job on the website	0.0	7
we create business benefits with the internet of things attentec offers business development architecture realisation and management within iot	0.0	6
swedbank robur has over managers and analysts working to create value for our million savers	0.0	6
tyre team is sweden s largest chain when it comes to tyres rims we have workshops connected to us throughout sweden welcome	0.0	4
we have sweden s largest range of water dispensers for carbonated water at work whether you want built in stand alone or mobile we solve your needs	0.0	4
five star camping and hotel resort in pite activities pleasures and experiences for the whole family adventure baths spa nimby s playland ship and much more	0.0	5
g taplatsgruppen has been active since and today runs five restaurants in central gothenburg we also offer catering and conferences as well as events where we give our guests food experiences out of the ordinary with award winning chef stefan karlsson in pet	0.0	5
the company shall own manage and produce land and buildings carry out consulting activities in the construction industry and conduct compatible activities	0.0	4
when we say that we are building sk ne we mean not only schools apartments senior homes villas and other small and great wonders we have had the privilege of building to satisfied actors we are talking about something even bigger we talk about longtermness local presence and employees with broad expertise	0.0	4
the object of the company s operations shall be to provide services to companies and the public sector trading in securities real estate and thus compatible operations	0.0	8
welding smide we are a complete supplier in the design manufacture and repair of steel sheet metal and machine structures including ce marking ce approval let s solve your problems with our broad professional expertise and experience we can deliver complete solutions in the art industry	0.0	2
going on a trip ordering services regular services travel services and sick trips we can handle most of it	0.0	4
smiling faces is a break specialist and we lead coordinate and develop the whole coffee break at your workplace we call that paus management	0.0	4
the company shall conduct it consultancy activities	0.0	7
the company s operations are consultations to the construction industry mainly in the form of construction and construction of scaffolding owning trading and managing securities as well as properties and thus compatible operations	0.0	4
we at mass optimization do what we are called we have specialized in an important part of the construction civil engineering industry handling and recycling of excavations	0.0	4
technology companies industry groups operate and develop together with the member companies independent industry organisations the activities of the organisations include approximately companies	0.0	7
the company shall conduct trade in wood and construction goods and leisure articles own and manage real estate and thus operate in a consistent manner	0.0	4
the company shall conduct hotel business health centre trade fair activities as well as restaurant activities and thus compatible operations	0.0	5
in v stra g taland the company has the task of performing theatrical and dance activities and therefore compatible activities as well as performing tour activities as a complement	0.0	9
we are the largest in sweden on bathrooms and kitchen renovation for private individuals we renovate everything from the small simple to the big exclusive	0.0	4
a community for freelancers and a partner network with selected consulting companies we consist of quality assured it specialists personal long term relationships	0.0	7
district heat for a warmer and more friendly world at the heat value	0.0	3
sj offers cheap travel throughout sweden as well as to copenhagen and oslo	0.0	4
andersson keller is driven by the passion to create homes for people we won t give up until your home is just as good as it can get contact us today	0.0	4
norralarm represents market leading products that combined with our long experience and high expertise make us experts	0.0	8
viking toys durable safe and non toxic toys with high play value and easy timeless design free shipping on order over kr fast delivery welcome	0.0	4
we are professionals in stoneworking glass processing car glass and glass mastery with our modern machine park we can deliver customized products	0.0	2
we are your local painter courier and caretaker we help both private and corporate customers with everything within service and rot services	0.0	8
the time of the stupid road is over road users and vehicles expect a smart traffic environment and we have the systems and knowledge to make the traffic environment safer	0.0	4
machine rental cramo rent your construction machines lifts sheds drilling machines construction machines containers excavators and other equipment with us	0.0	7
enjoy the kitchen for many years with a new kitchen from invita at invita you get well thought kitchens with a personal touch which is produced in denmark in best quality	0.0	4
hou neck plumbing covers area aalborg east vendsyssel hou neck ulsted gandrup m m plumbing work glance and craft sewerage and many heating solutions	0.0	4
wellness in your own bathroom with high quality bathroom furniture by duravit whirlpools sauna sinks bathtubs more for modern luxury bathrooms	0.0	4
the company s purpose is all kinds of business within the construction industry including the main activity is the sale and production of one family houses on the danish market	1.0	4
the company s main activities mainly consist of new building for its own account and foreign account in east and central jutland in addition various renovation and repair works are carried out	1.0	4
the company s purpose is to build develop finance and sell construction	1.0	4
eurodan huse designs and constructs unique typehouses adapted to individual wishes and needs	1.0	4
company purpose is to drive trade and construction of fixed estate and thus related company	0.0	4
the purpose of the association is to provide members with the best possible goods at the lowest possible prices and to take up other tasks of an economic and non profit nature for the benefit of consumers the association operates the hosting license	0.0	4
about oss r berg byg r berg builds a local entrepreneurship company in molden r berg build as is a versatile entrepreneurial company with many years of experience we take care of ourselves varied constructions such as rehabilitation conversion business building and apartment building the sad fact also leads out	1.0	4
the principal activity of the company is the execution of total and main contracts relating to real estate and related and related activities	0.0	4
the purpose of the company is to carry out construction and renovation activities investment in securities and other related activities	0.0	6
let s help you to your next dream house k the house is about trust security and well being then contact us today to hear more	1.0	4
the group s main activity is the trading of real estate including the construction sale and rental of sims houses and single family houses the parent undertaking s principal activity is the holding of shares in associated and affiliated undertakings	1.0	6
asaa auto and body shop attaches weight on good customer service and well done mechanics work	0.0	4
fg racing booth boat new boats sargo tg targa north star vikne axopar crash house boat closed boats walkorund boats norway	0.0	4
the company s main activities are construction and construction work in the carpentry carpentry and masonry sectors the majority of the company s activities include villa buildings the company operates on the danish market alone	1.0	4
strai kitchen has a large selection of models and execution our experienced kitchen greeters will help you safely throughout the process from inspiration dream and idea to planning and drawings to ordering and mounting	0.0	3
the purpose of the company is to carry out construction activities and the purchase and sale of real estate	1.0	4
we make ready space from the modules so that you can function produce and serve smoothly get in touch and we ll talk more	1.0	1
huscompagniet a s is a construction company	1.0	7
the purpose of the company is to run carpentry and related business	1.0	4
the company s main activity is as in previous years the design construction and sale of well designed architected houses in total contracts at national level	1.0	4
the company s main activity is construction of construction in main and total contracts and related and related activities	0.0	4
dsj malergruppe a s performs small and large painting contracts	0.0	4
finished with high quality at a reasonable price abchules live turnkey house in all styles funkishus traditional houses magnanimous house and modern house	1.0	4
the purpose of the group is to own the full share capital of planet huse a s planet living a s planet haus ag planet holding deutschland ag planet tourist invest ag and co kg priwall waterfront ag co the group s primary business in construction and housing projects	1.0	6
the company s main activity consists of consulting and designing in relation to the behaviour of one family houses	1.0	4
we are a construction company with extensive experience in all types of construction where we can advise and build the house as you wish see our many house types here	1.0	4
company purpose is to drive architectural firm and they hereby connected services	0.0	7
the purpose of the company is the sale and construction of steel and industrial halls and related industries	0.0	4
as in previous years the company s main activity has been the sale and production of leisure homes	1.0	4
the company s main activity is to sell and build villas to private individuals to develop small and medium sized plots and to build commercial and residential buildings primarily for resale	1.0	4
t mrermester in s borg environs we stands ready to to help you contact the star t mrermester and get advice and help to task in day	0.0	4
at ri build the murer company aps we carry out all kinds of bricklayer assignments for both private and businessmen in copenhagen our employees are well trained to advise and help you with choices all within masonry work	0.0	6
with murerfirmaet eilif n s eftf find you a cheap mason if you have use for a murerfirma to construction repair or renovation contact us here for a free offer	0.0	4
brdr star k game sams plumbing and energy a share of chain plumbing comfort fs there consists of some of danish brightest authorized plumbers	0.0	4
shanghai zhonggong industrial co ltd has production lines and more than product lines it is one of the few professional container house manufacturers in china it is considered to be one of the few professional high quality manufacturers there are a wide range of markets and excellent word of mouth in the world	1.0	7
company shall conduct arkitektkontor consultancy within construction industry and trade with securities and thereby compatible activities	1.0	7
sj carpenter performs both carpenter and joinery no task is for great or for small we interest us for it whole and cooperate with skilled mason and plumber companies so you can get solved all types building tasks with us	1.0	4
the company s activity consists of repairs and construction in carpentry and carpentry	1.0	4
the company s activities include ownership of shares in associated and affiliated undertakings	1.0	7
at some point the dream is to build a new house from just being a dream to becoming a reality and your hard earned money must be invested in a real home	1.0	4
the company s main purpose is the construction of one family houses in total contracts for both own and foreign account as well as the production and marketing of group buildings on the danish market	1.0	4
your favourite building company with years of experience in typehouses parcel houses townhouses and summer houses for the whole of denmark more here	1.0	1
the company s main activity is construction and construction as well as the sale of properties for resale	1.0	4
the main activity as in previous years has consisted of trade and development with real estate and other related activities there have been no significant changes in the company s activities or economic conditions during the financial year	0.0	6
we are a supplier of products and services within events retail and expo we build public events manufacture and install shop interiors build fairs and stands and much more welcome to facio	0.0	4
fiskarhedenvillan is a house manufacturer that builds locally built wooden houses or stone houses start from our house models or own sketch l svirke gives you the freedom to choose	1.0	4
linka energy is the world s leading specialists in fully automated biofuel quality plants we negotiate advise and develop	0.0	2
the main activity of the company is the investment sale and rental of commercial property and related property	1.0	6
the company s purpose is to sell prefabricated wooden houses for full year and leisure use under the known brands nova luna mars neptune venus and jeppesen bj lkehuset in addition individual leisure homes and luxury rental holiday houses are also listed and sold as investments	1.0	1
huscompagniet danmark a s is a construction company we ve been building houses for years and always deliver at agreed time and at the agreed price	1.0	4
the main activity as in previous years has been the construction of turnkey houses on their own account for resale rental and related activities	1.0	6
barley forma sadeltagshus skanlux forma is a reinterpretation of it traditional sadeltagshus it is modern architecture with degree roof tilt with roofing board incl list coverage ceiling to kip and sharp forms a elegantly architecture there fit into in all surroundings	1.0	4
the company s main activity as in previous years was investment in securities	1.0	5
the company shall have the object of its business to trade in process build and manage real estate and pursue other activities that are now said to be compatible	0.0	4
the company carries out the manufacture and sale of lifts and other equipment for industry construction mining and subcontracting companies	1.0	2
volati is an industrial investor who develops companies with a focus on long term value creation	1.0	7
the group through our brands and concepts sats elixia fresh fitness and hiyoga is the leading provider of fitness and training services in the nordics with over clubs	0.0	9
essity denmark a s markets and sells mainly products manufactured by companies within the essity group the business areas are personal care and tissue the most important trademarks are libero libresse tena lotus tork jobst and leukoplast	0.0	4
medicover is a specialized provider of diagnostics and healthcare services which mainly focuses on the markets in central and eastern europe and has recently expanded to india the business is conducted through two divisions diagnostic services and healthcare services read more	0.0	7
the company develops leading danish industrial companies through value creating active and long term ownership	1.0	7
addlife is a swedish listed medical technology company active on the european market	1.0	4
inducore is an industrial group active in the areas of automotive buildings system solutions and component manufacturing	1.0	6
we develop our portfolio companies long term and put a focus on continuously improving the results	1.0	7
vitec is market leader for vertical market software in the nordic region we develop and deliver standard niche software	1.0	7
the company s business is to trade in and manufacture mainly mechanical chemical electrical and electronic equipment and products and to hold and manage companies real estate and securities as well as to operate other compatible activities	1.0	7
indutrade has acquired technology and industrial companies since today the group consists of more than companies the key to our success is decentralisation and talented entrepreneurs	1.0	7
company should himself or through whole or partly owned subsidiary idka trade with and manufacture mainly electronic electrotechnical as well as electromechanical appliances and products as well as drive other thereby compatible activities	1.0	7
lagercrantz a s is a company owned by the swedish group lagercrantz group ab the group is listed on the swedish nasdaq omx stock exchange the group is currently in existence of companies the group is divided into four divisions communications niche products mechatronics and electronics	1.0	6
nordic waterproofing is one of europe s leading producers and suppliers of waterproofing products and services for buildings and infrastructure	0.0	4
the company shall conduct directly or indirectly through subsidiaries operations in the form of the manufacture and sale of windows doors and joinery products and thus compatible operations	0.0	7
we develop produce and sell products and solutions within the business areas personal care consumer tissue and professional hygiene	0.0	4
the company shall be subject directly or indirectly to the possession and exploitation of trademarks and to the operation of factory and commercial activities primarily in the engineering industry and for its operations own and manage real and movable property and also trade in shares and other securities	0.0	7
we develop nordic mid sized companies who are or can become market leaders our strong network creates value within the whole ratos group making sure that every company can achieve long term success	1.0	6
acciona offers a series of solutions to the most urgent challenges focused on making a positive contribution to society and the planet	1.0	4
our focus on world class sustainable energy solutions contributes to the global goal of reducing greenhouse gas emissions to the atmosphere	0.0	7
g l beijer a s is a company of the beijer ref group which based in sweden operates wholesale activities in the fields of freezing cooling and ventilation products and which also manufactures refrigeration equipment in its core areas the group has a leading market position in europe	0.0	6
the company is subject to its business directly or through subsidiaries to develop and invest in housing and to trade in real estate and to conduct other activities that are compatible with the above mentioned activities in addition the company shall perform certain group wide tasks such as providing staff services	0.0	7
centrica is an international energy services and solutions company parent company of british gas centrica hive bord gais centrica business solutions centrica storage	1.0	3
norema operates in norway and mainly sells rigid kitchens norema kitchens are mainly rigid and sold to consumers and professional customers consumers are offered a range of ready to assemble kitchens	0.0	3
the purpose of the company is to provide advice on real estate investment as well as to invest in real estate and any business related to it at the discretion of the board of directors including the management and administration of alternative investment funds	1.0	6
we believe that the world is constantly changing for the better we ll help you bring new technologies from the drawing board into daily use	0.0	6
we re telia company the new generation telco together with our customers we are the hub in the digital ecosystem bringing people companies and societies closer what really matter to them	0.0	6
the purpose of the company is the sale production development and marketing of windows and doors etc and related activities	0.0	7
the company s main activities have been to operate with financing and investment	0.0	6
the company shall own and manage shares in subsidiaries and associated companies and thus conduct operations in a consistent manner	0.0	7
a connection uses cookies cookies to improve your experience on our website by using this website you will know that we use cookies if you want to know more click here	1.0	4
railcare group ab offers products and services that strengthen customers operational safety punctuality and profitability mainly in the nordic region and the uk	0.0	4
suominen is a globally leading supplier of nonwovens for wipes	0.0	6
mondi is a leader in packaging and paper delighting customers with innovative and sustainable packaging and paper solutions	0.0	1
the purpose of the company is to operate services leasing and other activities which at the discretion of the board of directors are related to them	1.0	5
the company itself or through wholly or partly owned subsidiaries shall trade in and manufacture mainly electronic electrotechnical and electro mechanical appliances and products diagnostic products and reagents and thus operate in a compatible manner	1.0	7
the company shall driekt and or indirectly through companies own and manage and purchase and sell real estate and conduct compatible operations	0.0	7
the company shall manufacture and trade in the areas of textiles engineering and air treatment and own and manage shares and shares	1.0	7
mekonomen group consists of the leading automotive spare parts chains in the northern europe with proprietary wholesale operations over stores and almost workshops operating under the group brands	0.0	4
sika denmark fs was established in and is a share of sikakoncernen there have headquarters in switzerland sika denmark have around committed colleagues	0.0	6
the purpose of the company is to hold shares in subsidiaries	0.0	6
cabonline group om cabonline arrow forward investerare arrow forward bolagsstyrning arrow forward h llbarhet arrow forward media arrow forward kontakt arrow forward boka din n sta resa snabbt och smidigt i appen pressmeddelanden autorenew	0.0	5
the company s activities shall be to conduct data development and sales of computer systems and thus compatible activities	0.0	6
the company s activities include trade in kitchens bathrooms and street room elements and the like	0.0	4
autodesk is a global leader in design and make technology with expertise across architecture engineering construction design manufacturing and entertainment	1.0	4
in addition to safeguarding information and property our decisions also help to make results and successful decisions	0.0	6
company purpose is to drive trade with teaching materials and second company as stands in connection hereby	0.0	4
climate change is not controlled by talk it requires action and clean energy when you choose us you support our climate actions	0.0	6
the end to end conversational ai platform boost your self service rates with the next generation of virtual agents powered by conversational ai	1.0	6
the company is part of a global group which works with management consultancy services system integration and outsourcing	0.0	7
at orica we re committed to developing tomorrow s technologies and solving today s challenges for our customers	0.0	2
the company s activities shall concern the provision of transport forwarding and logistics services or through the holding of shares in other companies and any other business which is compatible with that purpose	0.0	5
gk danmark a s is a subsidiary of the gk group we provide technical installations and advice that contribute to significant energy and environmental benefits in combination with optimal comfort for the building s users throughout the building s life cycle	0.0	4
the company will conduct trade manufacturing and consulting activities in the field of process automation and data and conduct compatible operations	0.0	6
data ductus is a global full service software engineering consultancy company we plan build and manage service orchestration and automation in areas where disruptive change is taking place	1.0	6
the group s activities are to cover the full value chain within scada supervisory control and data acquisition for renewable energy companies i e hardware solutions software solutions installation and commissioning consulting and value adding services	1.0	6
based in waiblingen near stuttgart germany and employing associates syntegon formerly bosch packaging technology is one of the leading suppliers of process and packaging technology	0.0	2
we re telia company the new generation telco together with our customers we are the hub in the digital ecosystem bringing people companies and societies closer what really matter to them	0.0	6
add vegetables to each day with taste and ease delicious and clean food comes from high quality cultivated and processed raw materials	0.0	4
sika denmark fs was established in and is a share of sikakoncernen there have headquarters in switzerland sika denmark have around committed colleagues	0.0	6
kryptovault offers unique and bespoke datacentre services for clients requiring safe reliable and cost effective operating conditions and with guaranteed proof of origin of the electrical power on request we design and build the datacentre based on clients needs at a reasonable cost	1.0	6
to accelerate the transition to a decarbonized future northvolt is supplying sustainable li ion cells and systems by building europe s largest battery factory	1.0	7
our vision is to contribute to a healthier and safer society sectra successfully develops and sells cutting edge solutions in the expanding niche segments of medical it and cybersecurity a combination that makes us unique	1.0	7
the company s purpose is to develop commercialise and sell robotic systems as well as related software and services	1.0	6
the company s primary activities comprise offering communication and internet solutions the company has developed an end to end communication platform which provides internet based services specifically designed for the needs and conditions in rural and sub urban areas of the world	1.0	6
hands on science ab has a rich range of scientific teaching materials we offer exciting products and training for creative learning	0.0	5
company should conduct activities with production of movie tv and web production as well as thereby compatible activities	0.0	5
bystronic manufactures systems for sheet metal processing the range includes laser cutting systems water cutting systems and edge presses	1.0	4
the company s main activity is to provide advice to other companies and other related activities	0.0	7
the purpose of the branch is trade in industrial machinery including in particular in the metal and glass industry and related business	1.0	2
iot is complex but seluxit makes it easy everything you need for your iot solution secure iot infrastructure standard iot products	0.0	6
global expert in electrical power and advanced materials mersen designs innovative solutions to address its clients specific needs to enable them to optimize their manufacturing performance in sectors such as energy transportation electronics chemicals pharmaceuticals and process industries	1.0	4
the company s activity consists of the sale and marketing of sports medical and endoscopic equipment for hospitals and private clinics	0.0	4
robots in logistics swisslog is a leader in the field of data and robot controlled automated logistics solutions read more now	1.0	2
we offers services solutions and products both hardware and software working seamlessly with labview and in national instruments eco system	0.0	6
with our customers at the centre we sell qualified technical consulting services and total deliveries to the region s technology and industrial companies contact us today	0.0	7
the company s main activity consists of the sale and production of batteries and equipment for alarm and telecommunications security in the industrial market and in the disability sector	0.0	4
dana industrial covers the requirements found within industry for drive and motion technologies within the off highway market dana offers solutions for mobile and stationary equipment	0.0	4
create compelling production line and factory layouts in minutes with our powerful yet simple d manufacturing simulation solutions ask for a web demo	1.0	6
the company s activity includes the marketing and sale of products for the treatment of cardiovascular and peripheral vascular diseases	1.0	4
the future is what we make it at honeywell we re transforming the way the world works solving your business s toughest challenges	1.0	3
alelion is a power solution provider that helps you succeed with your electrification	0.0	2
ird fuel cells a s develops produces and sells tailor made fuel cell and flow battery components	1.0	7
j mtkraft produces renewable energy we sell electricity contracts and solar cells throughout sweden if you live in j mtland you can also use our district heating	0.0	3
smartrpa is your trusted end to end rpa partner we are a platinum kofax partner focused on kofax kapow the world leading rpa product that helps major organizations accelerate their digitalization	0.0	6
solteq is a nordic industry independent it provider and software house that specializes in digital business solutions	0.0	6
company shall manufacture and sell electronics equipment and instruments for battery monitoring components and equipment for power supply as well as idka thereby compatible activities	1.0	4
the object of the company s operations is to sell design and assemble electrical transmission and distribution equipment primarily within the high voltage area and to operate related operations	1.0	4
approved installer and electrician in herning and environs small and large tasks for both it public business as well as private consumers contact us in day	0.0	4
the company shall carry out trade in and installations of electricity telecommunications data and alarms and thus compatible operations	0.0	4
creowave oy is the leading company in providing radio frequency microwave electronics solutions for extreme environments	1.0	2
lerocon develops and provides efficient flexible production solutions for the handling and assembly of fasteners	0.0	2
wacker chemie ag an international chemical company for highly developed specialty chemicals	1.0	2
exactly business solutions a s is precisely the group s primary operating company and the main activities consist in the development and sale of software	0.0	5
we are one of europe s largest flexo printers and bag converters learn more about our innovative and sustainable flexible packaging solutions	0.0	4
we design and manufacture customized automation and robotics solutions for our customers also machine vision measurements and monitoring systems	1.0	4
sfs is a worldwide leading supplier of mechanical fastening systems assemblies precision moulded parts and logistics solutions	0.0	4
lvi klemola oy offers new time energy solutions and implements high quality hvac work with professional skills in vetel please contact us for more information	0.0	4
hms stands for hardware meets software we enable valuable data and insights from industrial equipment allowing our customers to increase productivity and sustainability	1.0	2
robots in logistics swisslog is a leader in the field of data and robot controlled automated logistics solutions	1.0	4
helping clinicians treat cancer brain disorders through precision radiation medicine our radiotherapy treatments target the tumour protect the patient	1.0	7
the company s activity is as in previous years to trade machinery and machine components for industrial companies	0.0	4
in developing manufacturing and marketing truck buildings components and cargo securing equipment of high quality and high flexibility	0.0	2
the company s main activities are to develop sell and maintain software and consultancy services within cad cam plm solutions the company s principal activities are to develop sell and maintain software and consultancy services within cad cam plm solutions	0.0	6
data respons is a full service independent technology company and a leading player in the embedded solutions and iot market	1.0	7
erowa is known worldwide for clamping systems our great competence lies in consulting for process automation find an overview while surfing on this website the legendary flexible manufacturing concept forms the basis for the modern automated production of small series and individual parts	0.0	4
the company will develop sell and distribute it products consisting of software and hardware for industrial use in telecommunications industry defence and offshore and conduct compatible operations	1.0	4
hi fog is a world leading fire protection system that accomplishes fire suppression with water mist hi fog is an innovative sprinkler system developed by marioff corporation a utc company	0.0	2
the company s main activities consist of production and rental to the stage industry as well as the rental of storage facilities	0.0	7
piceasoft offer a unique set of software solutions for mobile device lifecycle management these solutions create new business opportunities and enable a cost efficient service for mobile operators and retail chains	0.0	6
company shall conduct construction construction and sales of engineering equipment and thereby compatible activities	1.0	2
your partner in rail logistics we support you with customer oriented solutions from development to operation	1.0	4
dold is one of the world s leading manufacturers of components for safe automation functional and electrical safety and drive technology	0.0	4
gonvarri material handling is a leading pan european provider of storage products and solutions in addition the we are marketed throughout europe under the constructor kasten dexion st lteknik and kredit brands	0.0	7
the company shall directly or indirectly carry out the purchase sale and development within the framework of moulded light metal products and shall conduct compatible operations	0.0	2
we are an authorized accounting agency that provides audited expert services and electronic financial management systems ask for an offer	0.0	6
tp aerospace is the leading aftermarket provider of aircraft wheels and brakes	0.0	4
stresstech designs and sells non destructive and destructive testing solutions for process control and quality inspection	1.0	2
welding equipment welding gear and solutions for manual welding and automated welding welding management software welding guns and torches	0.0	7
statkraft is a leading hydropower company internationally europe s largest renewable energy supplier and sweden s fourth largest electricity producer the group produces hydroelectric power wind power solar power gas power and supplies district heat	0.0	3
the company s main activities are the development of electronics embedded software and the use of wireless technologies as well as subsequent production management of developed products if the customer so wishes	1.0	6
our iot internet of things solutions use smart wireless sensors cloud service centers and automation to resolve industry matters efficiently and definitely	1.0	6
the company s activities shall be to conduct consultancy activities in the development of electronics based industrial and consumer products and to conduct compatible activities	1.0	6
we transform highly specialised engineering knowledge into practical and productive solutions for a number of industries we are one of the leading technological service companies on the international market	1.0	7
the purpose of the company is to conduct development activities including the sale of computer systems project management and consultancy and related activities	1.0	6
creating an ecosystem for collaboration to drive innovation and strengthen competitiveness our aim is to accelerate development and enable technology growth in industrial automation robotics and energy	0.0	7
at thingfarm we make things intelligent we deliver connectivity and enable efficient management of the connectivity needed within internet of things	1.0	6
company should conduct activities within it development and thereby compatible activities	1.0	6
seliro designs and develops software solutions for smart connected homes	1.0	6
like previous years the principal activities has consisted in development and marketing of it solutions and related business	1.0	6
iot is complex but seluxit makes it easy everything you need for your iot solution secure iot infrastructure standard iot products	1.0	6
scanmatic as is a norwegian technology company with enthusiastic and competent employees who deliver smart and robust system solutions in instruments and automation using new technologies	1.0	2
energy is everywhere build your home business or warehouse using energy panels	1.0	7
locatum for commercial rtls solutions for high traffic and high activity public environments learn more locatum for industrial iot solutions that drive operational efficiency transparency and control learn more locatum for supply chain end to end visibility across the factory floor and throughout the last mile	1.0	7
leading manufacturing development iot company operating with smart city solutions and dedicated to automated sensor management systems	1.0	2
the purpose of jt denmark aps are development consultancy education production sales and investment in it services and products	1.0	6
the company s main activity consists in the operation of business with the development and sale of it solutions and other business related thereto	1.0	6
wireless logic delivers m m and iot connectivity platforms including sim cards for g g lte fixed static ip multi imsi ota solutions and apn vpn security	1.0	6
wirepas mesh network is the most scalable reliable and cost effective iot connectivity on the market	1.0	6
developer of industrial iot solutions to track people and objects or transport sensor data using mesh network technologies	1.0	6
digitalize your product simply industrial solutions for energy electricity network waste management industrial level control education and other industries	1.0	6
we design implement and operate iot solutions connecting things machines and people through a global iot system with more than mobile networks	1.0	6
we provide you with iot solutions ensuring complete control over your infrastructure and securing your investments	1.0	2
masterloop is a software company for delivering b b industrial internet of things iot software products iot components iot devices and cloud services as well as custom app and portal developments	1.0	6
as a leader in platform integration and iot for enterprises the software ag platform will help unleash your vision in our smarter connected world	1.0	6
netmore the leading multi network iot operator connecting properties and providing open access g lorawan	1.0	6
corporate purpose is to drive consultancy before for product and business and additionally make investment after management estimates	1.0	6
the purpose of the company s activities shall be to conduct directly or through subsidiaries the development and sale of integrated circuits and wireless communications subsystems and to conduct compatible activities	1.0	7
we make industry leading intelligent wirelessly connected devices for iot solutions of scale	1.0	6
high precision positioning will drive the next generation of autonomous vehicles for a smarter cleaner world	1.0	6
company purpose is to drive it consultant company and thus related company	1.0	6
wapice is a finnish full service software company whose solutions are used by domain leading industrial companies around the world	1.0	6
software ag has a suite of products across integration api management iot analytics and business transformation	1.0	4
company shall conduct development and sales of program for computers consultancy within area information technology as well as thereby compatible activities	1.0	5
we project and install electrical installations to suit your needs make net a s is your professional partner security with our many years of experience with back protection systems we offer advice on the different systems and security levels	1.0	4
airgate is a one stop shop industrial iot company making it easy and secure for you to develop and deploy your iot solution end end in a scalable way	1.0	6
company shall conduct development manufacture and sales of microprocessors software and elektronikmoduler as well as idka thereby compatible activities	1.0	7
company should conduct technical system development within embedded system even as idka other thereby compatible activities	1.0	6
we are experts in cyber security and cloud solutions we offer state of the art solutions for siem and edr as well as monitoring systems based on elastic search our cloud solutions are bespoke for our customers and use the latest microsoft azure technologies	0.0	6
as a trusted partner for critical networks we are committed to innovation and technology leadership across mobile fixed and cloud networks	1.0	6
protokol empowers enterprises to solve complex business challenges through custom blockchain solutions	1.0	6
the company markets and sells embedded products and computer systems the company focuses on the industrial and electronic oem market in the nordic countries	1.0	4
end to end remote reefer management industry leading telematic solution designed to remotely monitor and manage your supply chain iot assets end to end	0.0	6
business review the primary activities of the company is the development of hardware and software solutions	0.0	6
company purpose is to develop and drive internet portals and other digital information services before for housing market as well as everything what management find related hereby	1.0	6
m m nordic is a english distributor trading company as offers communication products and solutions within m m and iotmarkedet	1.0	4
company purpose is to drive consultancy before for electronics industry specifically before for areas there apply h jfrekvenskredsl b and high speed computers and hereby connected company as well as to make investment in shares shares and securities m v	1.0	6
the company is a supplier of network solutions and related services on the danish greenlandic icelandic and african markets in addition the company includes a research and development division in the development of network solutions	0.0	6
